WORD,NUM_OCCURRENCE_IN_TRAIN
waterfront,52
candies,52
galloping,52
markers,52
presented,52
radishes,52
aisle,52
ancient,52
surfboarding,52
should,52
amusement,52
peacock,52
scenery,52
camp,52
conversing,52
renovated,52
courts,52
cramped,52
analog,52
shell,52
fine,52
airstrip,52
recliner,52
fight,52
seem,52
mass,52
symbol,52
swims,51
views,51
barriers,51
climbs,51
got,51
removing,51
raining,51
robot,51
grapefruit,51
tattoo,51
instrument,51
vane,51
flamingos,51
hooks,51
packaged,51
seed,51
futon,51
official,51
dots,51
spinning,51
pump,51
shepherd,51
clad,51
instructions,51
available,51
businessman,51
cole,51
shaved,51
live,51
kits,51
readies,51
sesame,51
bouncing,51
creepy,51
hammer,51
drain,51
pilot,51
push,51
wig,51
octopus,51
cant,51
thread,51
foal,51
coca,51
licks,51
pumpkin,51
recording,51
west,50
employees,50
downward,50
beat,50
peeks,50
sparsely,50
sheeps,50
tier,50
conductor,50
neutral,50
burner,50
vans,50
biscuits,50
practices,50
rod,50
captivity,50
beanie,50
stereo,50
settings,50
sunshine,50
positions,50
fedora,50
dragging,50
expanse,50
sleigh,50
dropping,50
chin,50
vanilla,50
workstation,50
marching,50
halloween,50
burners,50
concert,50
scissor,50
tournament,50
noodle,50
strips,50
ornaments,50
mozzarella,50
sidecar,50
handicapped,50
charging,50
ponies,49
machinery,49
guide,49
trolly,49
florets,49
ways,49
wired,49
huddle,49
alpine,49
handed,49
sections,49
refridgerator,49
casual,49
approach,49
evergreen,49
yummy,49
raquet,49
salmon,49
overgrown,49
parrots,49
hunched,49
biscuit,49
athletes,49
drapes,49
knit,49
laugh,49
laundry,49
grooming,49
peach,49
chews,49
letter,49
personnel,49
residence,49
mice,49
snowsuit,49
bandana,49
flowery,49
barber,49
would,49
daisies,49
hedge,49
int,49
stormy,49
zucchini,49
waste,49
grove,49
length,49
delivering,49
finishing,49
plantains,48
spring,48
fleet,48
gadgets,48
compartments,48
boot,48
garb,48
underground,48
currently,48
mp3,48
reins,48
wedge,48
baseman,48
marketplace,48
crawling,48
populated,48
breads,48
descending,48
speech,48
numeral,48
languages,48
dense,48
solar,48
pressing,48
weathered,48
attempt,48
ticket,48
ranch,48
hug,48
peak,48
probably,48
came,48
gift,48
hamburgers,48
slippers,48
peaches,48
focused,48
salon,48
engaging,48
upwards,48
moment,48
vegetarian,48
omelet,48
wheelie,48
household,48
mosaic,47
patiently,47
theater,47
beautifully,47
stuffing,47
trekking,47
shells,47
krispy,47
crab,47
shine,47
markings,47
bib,47
poured,47
oxen,47
complex,47
sour,47
might,47
warns,47
carefully,47
ornament,47
camel,47
carried,47
fencing,47
affixed,47
teens,47
trails,47
pro,47
idle,47
sunlit,47
begin,47
western,47
tails,46
year,46
awaits,46
bill,46
nasty,46
clocktower,46
skin,46
political,46
makeshift,46
filthy,46
interstate,46
slanted,46
pencil,46
croissant,46
charger,46
showroom,46
hoop,46
bunt,46
salt,46
stylized,46
foraging,46
reception,46
ugly,46
handled,46
fences,46
consumption,46
levels,46
waist,46
buried,46
gang,46
loft,46
utensil,46
herded,46
flowering,46
vertical,46
haircut,46
cables,46
calculator,46
wooly,46
label,45
extreme,45
amtrak,45
pokes,45
sound,45
stylish,45
bridle,45
blooming,45
crocheted,45
broadway,45
roam,45
cactus,45
ornamental,45
cd,45
hoagie,45
headlights,45
standard,45
berry,45
ginger,45
banquet,45
spewing,45
substance,45
snowing,45
important,45
film,45
nature,45
kreme,45
peaking,45
peacefully,45
barge,45
depicted,45
pelican,45
lips,45
median,45
rust,45
gown,45
stockings,45
rhino,45
horse-drawn,45
womens,45
diaper,45
packing,45
enough,44
coaster,44
yacht,44
san,44
squats,44
patriotic,44
product,44
cushions,44
added,44
royal,44
memorial,44
expired,44
ferris,44
th,44
snuggled,44
cloths,44
retriever,44
customer,44
combing,44
bug,44
supermarket,44
destroyed,44
sight,44
claw,44
housing,44
carving,44
channel,44
glow,44
helmeted,44
babys,44
fell,44
instead,44
contest,44
grilling,44
stoves,44
wrong,44
sleepy,44
hockey,44
captive,44
eyed,44
caps,44
trimmed,44
needle,44
blazer,44
tossed,44
unused,43
aboard,43
exterior,43
motorboat,43
clothed,43
turtle,43
sidewalks,43
brass,43
intricate,43
lands,43
england,43
fedex,43
lightly,43
rapids,43
nuzzling,43
central,43
every,43
asia,43
overturned,43
architectural,43
flavors,43
knacks,43
blueberry,43
speaks,43
boarded,43
herds,43
structures,43
rally,43
litter,43
studying,43
packs,43
halfway,43
columns,43
spaces,43
recreational,43
groceries,42
seeing,42
styles,42
teapot,42
took,42
server,42
mitts,42
underside,42
cds,42
eyeglasses,42
husky,42
stay,42
tattoos,42
cranes,42
viewer,42
dude,42
taller,42
lamppost,42
shooting,42
toned,42
pop,42
claus,42
lunging,42
blades,42
leashes,42
wander,42
highchair,42
half-eaten,42
activities,42
signing,42
gentle,42
dvd,42
maintenance,42
instructor,42
shack,42
salsa,42
woven,42
perfect,42
thomas,42
jack,42
models,42
pic,42
support,42
rd,42
worked,42
layed,42
sorts,42
flys,42
linen,41
gloomy,41
burrito,41
super,41
swiss,41
welcome,41
ford,41
glider,41
pepsi,41
bushel,41
pauses,41
salads,41
newspapers,41
nook,41
diners,41
cheeses,41
forehead,41
dalmatian,41
murky,41
parks,41
quaint,41
virgin,41
stages,41
curiously,41
tosses,41
marks,41
chihuahua,41
sing,41
famous,41
drop,41
hearts,41
bubble,41
plank,41
macbook,41
docking,41
changing,41
animated,41
rink,41
diced,41
contact,41
ox,41
pantry,41
receive,41
hides,41
gesture,41
meatball,40
boulders,40
streamers,40
contraption,40
sell,40
brief,40
tusk,40
root,40
strap,40
casting,40
unoccupied,40
parasail,40
handlebars,40
fairly,40
mcdonalds,40
wheat,40
backseat,40
appetizers,40
couples,40
rowboat,40
trailers,40
spreading,40
surroundings,40
layers,40
assembly,40
kayaks,40
buds,40
controlled,40
beauty,40
paneling,40
leap,40
6,40
scrambled,40
modified,40
elevator,40
cave,40
replica,40
browns,40
fryer,40
california,40
toilette,40
meatballs,40
hammock,40
stalks,40
observe,40
squat,40
sat,40
airliners,39
wavy,39
recently,39
yield,39
broth,39
blade,39
demonstration,39
community,39
rescue,39
lip,39
employee,39
find,39
plunger,39
motes,39
arrive,39
paying,39
entire,39
canvas,39
toss,39
nokia,39
ribbons,39
checked,39
investigating,39
brownies,39
throughout,39
think,39
headband,39
gathers,39
spreads,39
backside,39
divider,39
outdated,39
coated,39
burgers,39
column,39
races,39
triangle,39
tongs,39
dunkin,39
rundown,39
misses,39
wrist,39
difficult,39
prey,39
dangling,39
frisby,39
brushed,39
boiled,39
crazy,39
bases,39
graphic,39
standup,39
palace,38
rounded,38
poodle,38
oatmeal,38
bordered,38
sauerkraut,38
gifts,38
aquarium,38
whose,38
mechanical,38
master,38
goers,38
cheeseburger,38
groomed,38
laden,38
glaze,38
tell,38
deliver,38
india,38
shears,38
terrier,38
bone,38
lunges,38
rig,38
patterns,38
tone,38
foamy,38
pane,38
idly,38
unknown,38
twelve,38
streetlights,38
boating,38
hear,38
fours,38
coaches,38
goofy,38
graduation,38
newborn,38
hour,38
laughs,38
sailors,38
leopard,38
learn,38
luxury,38
injured,38
paddock,38
perspective,38
trotting,38
playfully,38
wrestling,38
bundt,38
beam,38
juicer,38
samsung,38
my,37
chicago,37
constructed,37
peels,37
presenting,37
national,37
playful,37
establishment,37
flood,37
staff,37
sweets,37
leafless,37
converted,37
rearview,37
families,37
hours,37
bushy,37
grow,37
boston,37
fireman,37
lighter,37
outhouse,37
crying,37
propellor,37
peer,37
quarters,37
combo,37
fix,37
rugby,37
discussing,37
jewelry,37
bake,37
croissants,37
cabs,37
toddlers,37
knick,37
angel,37
pitches,37
plat,37
nightstands,37
overalls,37
vines,37
twig,37
least,37
ironing,37
ceilings,37
spanish,37
submarine,37
side-by-side,37
butt,37
flatbread,37
maneuver,37
social,37
starts,37
restaurants,37
oversized,37
seasoned,36
bundles,36
region,36
w,36
panting,36
recipe,36
boxed,36
pancake,36
tree-lined,36
twigs,36
folks,36
gothic,36
projection,36
batch,36
height,36
taco,36
performance,36
pilots,36
launch,36
beads,36
labels,36
banners,36
spiral,36
roasting,36
discs,36
cottage,36
sunrise,36
robes,36
pineapples,36
microphones,36
releasing,36
caramel,36
fixed,36
bitten,36
curbside,36
lifeguard,36
trophy,36
forrest,36
chatting,36
miscellaneous,36
shark,36
flanked,36
tightly,36
bedside,36
seal,36
grind,36
coupe,36
alleyway,36
crumbs,36
vine,35
freely,35
abstract,35
repairs,35
panoramic,35
oar,35
age,35
soars,35
pong,35
drops,35
barbeque,35
varying,35
blown,35
mannequins,35
operated,35
function,35
hitched,35
revealing,35
mouses,35
centerpiece,35
almonds,35
-,35
participating,35
feature,35
knitting,35
overlook,35
navigating,35
snowman,35
wedges,35
union,35
pelicans,35
livingroom,35
wrought,35
celebratory,35
canned,35
gummy,35
seasoning,35
shearing,35
tvs,35
costumed,35
horizontal,35
curls,35
automobiles,35
banks,35
quiche,35
allowed,35
able,35
bison,35
loose,35
patrol,35
butcher,35
swiftly,35
dollar,34
south,34
packaging,34
victorian,34
mats,34
flipped,34
booths,34
era,34
stovetop,34
hamster,34
bushels,34
flash,34
north,34
last,34
pick-up,34
ping,34
wants,34
hurdle,34
safe,34
monk,34
surrounds,34
twenty,34
yawning,34
humans,34
melon,34
sigh,34
oclock,34
visor,34
frowning,34
stroll,34
facial,34
lizard,34
windmill,34
juvenile,34
japan,34
follow,34
peaceful,34
religious,34
direct,34
messing,34
bento,34
coral,34
hash,34
nails,34
europe,34
blank,34
intense,34
blur,34
diagonal,34
burned,34
whine,34
brownie,34
parasols,34
collie,34
details,34
pear,34
mark,34
saddled,34
beaks,34
looked,34
renovation,34
indicate,34
mothers,34
inner,34
companion,34
discussion,34
neath,34
1,34
grate,34
sunflower,34
gestures,34
lazy,33
moss,33
cel,33
t-ball,33
numbered,33
locations,33
photographing,33
edges,33
via,33
lavender,33
raincoat,33
roped,33
bits,33
cruising,33
sox,33
sprayed,33
repairing,33
chunks,33
popular,33
swimmers,33
wonderful,33
sure,33
controlling,33
bearing,33
vessel,33
aprons,33
pinned,33
galley,33
floored,33
coconut,33
tips,33
mason,33
barricade,33
rooftop,33
cannot,33
crochet,33
tusked,33
directs,33
prairie,33
kitchenette,33
stately,33
glassware,33
parlor,33
dated,33
parachutes,33
uphill,33
mane,33
matches,33
dvds,33
workspace,33
web,33
goatee,33
certain,33
win,33
harley,33
preforming,33
tanks,33
hairdryer,33
pointy,33
mickey,33
handmade,33
planted,33
fixes,33
platforms,33
bored,33
purses,33
velvet,33
convertible,33
symbols,32
vent,32
france,32
wildflowers,32
bows,32
lace,32
handler,32
dash,32
arranging,32
searching,32
blind,32
crash,32
slop,32
whip,32
legos,32
cockpit,32
masks,32
atv,32
triangular,32
dumpster,32
marsh,32
scoop,32
silhouetted,32
offers,32
mantel,32
coal,32
greet,32
less,32
kiteboard,32
handling,32
celebrate,32
needles,32
misty,32
patient,32
fellow,32
francisco,32
given,32
commuters,32
peanuts,32
pudding,32
skeleton,32
ruler,32
award,32
nut,32
sneaker,32
forehand,32
cheek,32
license,32
medieval,32
scrub,32
slalom,32
better,32
casually,32
activity,32
granola,32
defensive,31
pigs,31
burgundy,31
socializing,31
hugs,31
overview,31
rooster,31
beams,31
movies,31
arches,31
vw,31
capitol,31
eachother,31
cowboys,31
racers,31
drums,31
always,31
century,31
minutes,31
browsing,31
mount,31
profile,31
filming,31
nowhere,31
dives,31
emo,31
clip,31
eiffel,31
toliet,31
wraps,31
nibbling,31
urn,31
bark,31
tricycle,31
pins,31
halfpipe,31
icebox,31
dolly,31
donkeys,31
spanning,31
normal,31
usa,31
sampling,31
tons,31
leafs,31
duffel,31
doily,31
tshirt,31
half-pipe,31
tipped,31
await,31
gigantic,31
amenities,30
testing,30
facade,30
laps,30
handstand,30
hawaiian,30
diet,30
guards,30
messages,30
ivy,30
stationed,30
ripped,30
starring,30
soil,30
ware,30
dental,30
parmesan,30
auditorium,30
penny,30
whom,30
clydesdale,30
flush,30
denim,30
upscale,30
sidelines,30
headset,30
waking,30
current,30
temple,30
receiving,30
adorn,30
pub,30
majestic,30
credit,30
vibrant,30
chalk,30
crop,30
program,30
grows,30
dingy,30
mattresses,30
davidson,30
crow,30
sodas,30
combined,30
basement,30
hilltop,30
breaded,30
cleaner,30
baker,30
crooked,30
ordering,30
years,30
jean,30
detour,30
festive,30
luxurious,30
ostriches,30
tater,30
demolished,30
transported,30
beagle,30
bmw,30
sprawled,30
tells,30
fenced-in,30
petals,30
maybe,30
tots,30
rared,30
limbs,30
steal,30
university,29
discarded,29
globe,29
fighters,29
handrail,29
shes,29
shrub,29
concerned,29
wildebeest,29
cliffs,29
ipad,29
flour,29
aiming,29
clause,29
arabic,29
grasslands,29
mature,29
yak,29
patches,29
onward,29
member,29
shutters,29
sings,29
billboards,29
wades,29
observes,29
hey,29
loveseat,29
speckled,29
breaks,29
lobster,29
medal,29
swimsuit,29
ribs,29
cobble,29
lids,29
pecking,29
cracker,29
e,29
angels,29
coca-cola,29
tones,29
obstacles,29
taste,29
planters,29
seaside,29
adding,29
circles,29
unattended,29
lasagna,29
woolly,29
3d,29
law,29
clustered,29
missed,29
tripod,29
converse,29
munching,29
petted,29
charter,29
youths,29
purchase,29
protruding,28
arrives,28
teacher,28
winery,28
gay,28
press,28
angles,28
leftover,28
date,28
wagons,28
puffy,28
boulder,28
rat,28
ditch,28
ton,28
sheared,28
waterskiing,28
fireworks,28
blenders,28
landscaping,28
jacuzzi,28
intensely,28
booze,28
plums,28
maple,28
pockets,28
bloody,28
bubbles,28
friendly,28
stairwell,28
strolling,28
8,28
source,28
notebooks,28
inspects,28
seaweed,28
hip,28
celebrates,28
knot,28
switch,28
attraction,28
edible,28
fisheye,28
looms,28
buliding,28
embedded,28
alcoholic,28
nude,28
visiting,28
parsley,28
outlet,28
ordered,28
bathrooms,28
africa,28
scaffolding,28
guides,28
steaming,28
automatic,28
lost,28
jetliners,28
sprinkle,28
workshop,28
creamy,28
naps,28
eatery,28
badminton,28
gazelles,28
technology,28
sleeve,28
auto,28
placemat,28
homeless,28
perfectly,28
hollywood,28
rode,28
exercise,28
skaters,28
melting,28
proudly,27
altitude,27
bloom,27
crashed,27
arid,27
detailed,27
drum,27
amazing,27
gazebo,27
etc,27
seemingly,27
fitted,27
guitars,27
l,27
departing,27
moved,27
paris,27
memorabilia,27
resemble,27
focal,27
east,27
crashes,27
tilting,27
long-haired,27
moose,27
dips,27
brussel,27
billowing,27
study,27
jesus,27
linked,27
cocktail,27
allow,27
pooh,27
holing,27
ages,27
panels,27
picket,27
desolate,27
snake,27
protect,27
why,27
remodeling,27
walk-in,27
sipping,27
spending,27
riverbank,27
elaborately,27
ornately,27
slats,27
thre,27
stocking,27
launching,27
photography,27
razor,27
tissues,27
mailbox,27
middle-aged,27
hero,27
sloped,27
organic,27
beets,27
motorists,27
cider,27
witha,27
concept,27
shut,27
domed,27
keeping,27
picturesque,27
grains,27
battery,27
rains,27
shipping,27
hungry,27
abundance,27
tinfoil,27
spilled,27
dc,27
antiques,27
cotton,26
copper,26
gazes,26
juggling,26
restored,26
bomber,26
dispensers,26
pristine,26
jerseys,26
non,26
manual,26
handheld,26
fuel,26
sticky,26
arts,26
strung,26
shakes,26
dr,26
formations,26
windsurfer,26
takeout,26
potty,26
isnt,26
slender,26
keeps,26
creme,26
antelopes,26
tuna,26
acting,26
distorted,26
warmly,26
reveals,26
whats,26
senior,26
lincoln,26
drawings,26
bandanna,26
uneaten,26
nuzzle,26
lipstick,26
sprays,26
flames,26
ladys,26
onlooker,26
southwest,26
dinosaur,26
collared,26
countries,26
pawing,26
teammates,26
loads,26
maintained,26
heating,26
cuddled,26
leaking,26
poorly,26
assembled,26
scenes,26
secluded,26
favorite,26
saucers,26
external,26
cooker,26
aqua,26
chalkboard,26
america,26
cycling,26
firefighters,26
topless,26
penguins,26
photoshopped,26
av,26
raisins,26
chases,26
streaming,26
balding,26
congregate,26
faucets,26
competitor,26
offering,26
prints,26
occupied,26
elbow,26
pound,26
teh,26
infront,26
chase,26
version,26
hygiene,26
chip,26
gulls,26
partition,26
blvd,26
reigns,26
serviced,26
avocados,26
pews,26
rounds,26
liberty,26
concentrating,26
rushing,26
shoppers,25
ago,25
creature,25
walker,25
feild,25
chick,25
emerging,25
hearty,25
attachment,25
eagerly,25
bust,25
waiter,25
tattooed,25
minivan,25
jail,25
chops,25
cigarettes,25
blackberry,25
wreath,25
canyon,25
mangoes,25
attendant,25
boulevard,25
gripping,25
fronts,25
notepad,25
canes,25
unopened,25
crafting,25
monkeys,25
turkeys,25
crack,25
rumpled,25
seashore,25
cities,25
plethora,25
lets,25
orchard,25
dangerous,25
contain,25
semi-truck,25
sons,25
completing,25
wade,25
plans,25
curtained,25
protesters,25
ducklings,25
cuisine,25
marking,25
citys,25
overflowing,25
lock,25
sheering,25
doctors,25
creating,25
rhinos,25
advertises,25
demonstrating,25
hips,25
prominent,25
kiosk,25
toll,25
days,25
wife,25
heron,25
remodel,25
lapel,25
international,25
tiling,25
temporary,25
wrappers,25
armchair,25
pumps,25
possible,25
husband,25
guided,25
glide,25
batteries,25
bra,25
chubby,25
butterflies,25
cob,25
goblets,25
ridge,25
rocket,24
eggplant,24
angled,24
sales,24
colt,24
b,24
marine,24
suspenders,24
want,24
apparatus,24
nurses,24
chute,24
pacific,24
dreary,24
filtered,24
gorilla,24
dummy,24
sailor,24
rub,24
businessmen,24
placid,24
gum,24
built-in,24
strikes,24
dressers,24
venue,24
clutching,24
fired,24
media,24
fixings,24
wars,24
punch,24
capture,24
provides,24
skylight,24
mossy,24
apparently,24
pliers,24
satellite,24
knobs,24
infield,24
duffle,24
arrangements,24
guarding,24
railings,24
streetcar,24
procession,24
tights,24
labrador,24
broke,24
binder,24
flatscreen,24
sample,24
exchanging,24
attic,24
coastline,24
incredible,24
marshmallows,24
protesting,24
options,24
cot,24
lecture,24
spice,24
avoid,24
theatre,24
firemen,24
attacking,24
well-dressed,24
shares,24
hate,24
common,24
violin,24
signaling,24
nets,24
rectangle,24
tagging,24
guns,24
prices,24
jogging,24
tech,24
centered,24
earphones,24
stain,23
underwater,23
connecting,23
pepperonis,23
kayaking,23
interested,23
multitude,23
primitive,23
campus,23
cheering,23
passanger,23
finishes,23
battle,23
dell,23
adorns,23
assisting,23
crowding,23
exhaust,23
solitary,23
interact,23
lazily,23
cardinal,23
twisted,23
7,23
related,23
did,23
march,23
motocross,23
eleven,23
once,23
potter,23
brings,23
weight,23
upstairs,23
flow,23
tale,23
shovel,23
express,23
additional,23
mop,23
designated,23
quilted,23
gears,23
clusters,23
flushing,23
lantern,23
shaker,23
ordinary,23
netting,23
merry,23
oars,23
apartments,23
differently,23
straps,23
curl,23
reflections,23
lava,23
trade,23
caring,23
privacy,23
wiimote,23
pleasant,23
cape,23
poor,23
fatigues,23
piercing,23
cuckoo,23
minimal,23
scheme,23
humming,23
shoot,23
checkerboard,23
hedges,23
created,23
sking,23
projected,22
bowtie,22
magnifying,22
needed,22
peek,22
ink,22
signed,22
pavilion,22
korean,22
speedboat,22
statute,22
filing,22
broad,22
exposure,22
evil,22
cuddles,22
pacifier,22
gymnasium,22
uncovered,22
article,22
filmed,22
act,22
extinguisher,22
